raw_query,optimized_query
Da bac si cho em hoi loi ich cua viec di bo nhe nhang vao moi buoi sang/toi a em cam on bac si,Dạ bác sĩ cho em hỏi lợi ích của việc đi bộ nhẹ nhàng vào mỗi buổi sáng/tối ạ em cảm ơn bác sĩ
Alo bac si tac dung cua nhan sam doi voi suc khoe la gi ne bac si,Alo bác sĩ tác dụng của nhân sâm đối với sức khỏe là gì nhe bác sĩ
Bac si giai dap giup em phu nu co thai co duoc su dun thuoc tiue duong metformin de chua chong mat na,Bác sĩ giải đáp giúp em phụ nữ có thai có được sử dụng metformin để chữa chóng mặt nha
Bac si oi tac dung cua tra xanh doi voi suc khoe la gi a?,Bác sĩ ơi tác dụng của trà xanh đối với sức khỏe là gì ạ?
Da thua bac si chatbot y te nay co nhung tinh nang gi vay a?,Dạ thưa bác sĩ chatbot y tế này có những tính năng gì vậy ạ?
Bac si oi cho em hoi bi bong nang toan than do no binh gas nghet tho ho sac sua tron mat len thi so cuu the nao giup em voi a,Bác sĩ ơi cho em hỏi bị bỏng nặng toàn thân do nổ bình gas nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào giúp em với ạ
Chao bac si a ngoui nha bi dot quy nao liet haon toan nua nuoi dnag dat gap rut cuu voi giup em voi a,Chào bác sĩ ạ người nhà bị đột quỵ não liệt hoàn toàn nửa người đang rất gấp rút cứu với giúp em với ạ
Bac si oi cho em hoi luu y quan chon nhat khi su dung asip la gi na bac si,Bác sĩ ơi cho em hỏi lưu ý quan trọng nhất khi sử dụng aspirin là gì nha bác sĩ
Da bac si cho em hoi lam the nao de giam stress cang thagn hieu qua nhat tai na giup em,Dạ bác sĩ cho em hỏi làm thế nào để giảm stress căng thẳng hiệu quả nhất tại nhà giúp em
Bác sĩ ơi cho em hỏi cơ chế tác độn của panadol trong điều chị hen là gì giúp em với ạ,Bác sĩ ơi cho em hỏi cơ chế tác động của paracetamol trong điều trị hen phế quản là gì giúp em với ạ
Tac dung cua nuoc dua doi voi suc khoe la gi a !,Tác dụng của nước dừa đối với sức khỏe là gì ạ !
Da bac si nguoi nha bi gay xuong dui dam thung da dang rat gap rut cuu voi xin cam on bac si,Dạ bác sĩ người nhà bị gãy xương đùi đâm thủng da đang rất gấp rút cứu với xin cảm ơn bác sĩ
Em chao bac si a loi ich cua veic tap gym deu dan vao moi buoi sang/toi a em cam on,Em chào bác sĩ ạ lợi ích của việc tập gym đều đặn vào mỗi buổi sáng/tối ạ em cảm ơn
Bac si oi cho em hoi nguoi nha bi chan thuong so nao mau chay nhieu dang rat nguy kich cuu voi a xin cam on,Bác sĩ ơi cho em hỏi người nhà bị chấn thương sọ não máu chảy nhiều đang rất nguy kịch cứu với ạ xin cảm ơn
Em muốn hỏi là thuốc thuốc tiểu đường metformin được chỉ định để điều trị mất ngủ ạ?,Em muốn hỏi là thuốc metformin được chỉ định để điều trị mất ngủ ạ?
Cho em hỏi sự khác biệt giữa thuốc tiểu đường metfodmin và aspi trong chữa trị chóng mặt,Cho em hỏi sự khác biệt giữa metformin và aspirin trong chữa trị chóng mặt
"Cho hoi khan cap benh nhan duoi nuoc dang ngung tho, co can ho hap nhan tao khong a xin cam on nhieu","Cho hỏi khẩn cấp bệnh nhân đuối nước đang ngừng thở, có cần hô hấp nhân tạo không ạ xin cảm ơn nhiều"
Chao bac si a nguoi nha bi hon me sau khong phan ung dang rat nguy kich cuu voi sin cam on bac si,Chào bác sĩ ạ người nhà bị hôn mê sâu không phản ứng đang rất nguy kịch cứu với xin cảm ơn bác sĩ
Bác sĩ cho em hỏi chút ạ phụ nữ có thai có được sử dụng asprin để chữa chóng mặt thế ạ,Bác sĩ cho em hỏi chút ạ phụ nữ có thai có được sử dụng aspirin để chữa chóng mặt thế ạ
Da cho em hoi toi bi chong mat thi co nen uong thuoc ha sot paracetamol khong voi a,Dạ cho em hỏi tôi bị chóng mặt thì có nên uống paracetamol không với ạ
Cho hỏi tác dụn phụ của aspi khi dùng chung với ibuprofen là gì ạ em cảm ơn,Cho hỏi tác dụng phụ của aspirin khi dùng chung với ibuprofen là gì ạ em cảm ơn
Bac si giai dap giup em nhung thoi quen tot giup nang cao kha nang tap trung xin cam on bac si,Bác sĩ giải đáp giúp em những thói quen tốt giúp nâng cao khả năng tập trung xin cảm ơn bác sĩ
"Bac si oi giup em voi khan cap benh nhan duoi nuoc dang ngung tho, co can ho hap nhan tao khong nha","Bác sĩ ơi giúp em với khẩn cấp bệnh nhân đuối nước đang ngừng thở, có cần hô hấp nhân tạo không nha"
Ăn gì hoặc kiên gì để giảm đau mỏi vai gáy tốt nhất ạ !,Ăn gì hoặc kiêng gì để giảm đau mỏi vai gáy tốt nhất ạ !
Dạ bác sĩ liều lượng uống aspi cho người bị sốt như thế nào ạ !,Dạ bác sĩ liều lượng uống aspirin cho người bị sốt như thế nào ạ !
Da bac si tac dung cua toi den doi voi suc khoe la gi a xin cam on,Dạ bác sĩ tác dụng của tỏi đen đối với sức khỏe là gì ạ xin cảm ơn
Cho em hỏi tí ạ lưu ý quan chọn nhất khi sử dụng ibuf là gì ạ xin cảm ơn,Cho em hỏi tí ạ lưu ý quan trọng nhất khi sử dụng ibuprofen là gì ạ xin cảm ơn
"Bac si giai dap giup em khan cap benh nhan duoi nuoc dang ngung tho, co can ho hap nhna tao khong a","Bác sĩ giải đáp giúp em khẩn cấp bệnh nhân đuối nước đang ngừng thở, có cần hô hấp nhân tạo không ạ"
Em chào bác sĩ ạ bệnh nhân tiểu đường tuýp 2 có cần kiêng khem gì khi uống metformin không nha,Em chào bác sĩ ạ bệnh nhân đái tháo đường có cần kiêng khem gì khi uống metformin không nha
Cho em hoi ti a tre em duoi 6 tuoi uong thuoc khang viem ibuprofen lieu bao nhieu la an toan,Cho em hỏi tí ạ trẻ em dưới 6 tuổi uống ibuprofen liều bao nhiêu là an toàn
Bác sĩ ơi giúp em với chatbot y tế này có những tính năgn gì vậy giúp em,Bác sĩ ơi giúp em với chatbot y tế này có những tính năng gì vậy giúp em
Da bac si tac dung cua sua chua khong duong doi voi suc khoe la gi voi a,Dạ bác sĩ tác dụng của sữa chua không đường đối với sức khỏe là gì với ạ
Em chao bac si a an gi hoac kieng gi de thai doc co the tot nhat a xin cam on,Em chào bác sĩ ạ ăn gì hoặc kiêng gì để thải độc cơ thể tốt nhất ạ xin cảm ơn
Alo bác sĩ thuốc amox được chỉ định để điều trị chóng mặt giúp em với ạ,Alo bác sĩ thuốc amoxicillin được chỉ định để điều trị chóng mặt giúp em với ạ
Bác sĩ cho em hỏi chút ạ cơ chế tác động của pcm trong điều trị suen là gì nha,Bác sĩ cho em hỏi chút ạ cơ chế tác động của paracetamol trong điều trị hen phế quản là gì nha
Chào bác sĩ ạ tôi uống asprin chống đông máu quá liều thì nên xử lý thế nào nha,Chào bác sĩ ạ tôi uống aspirin quá liều thì nên xử lý thế nào nha
"Da bac si bi duoi nuoc kem co giat lien hoi nguy kich qua, phai so cuu sao nhe bac si","Dạ bác sĩ bị đuối nước kèm co giật liên hồi nguy kịch quá, phải sơ cứu sao nhé bác sĩ"
Bác sĩ cho em hỏi chút ạ chatbot có thể thay thế bác sĩ khám bnệh hoàn toàn được không ạ?,Bác sĩ cho em hỏi chút ạ chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không ạ?
Alo bac si co che tac dong cua ibup trong dieu tri tein dnih la gi nha bac si,Alo bác sĩ cơ chế tác động của ibuprofen trong điều trị rối loạn tiền đình là gì nha bác sĩ
Da thua bac si chatbot co the thay the bac si kham benh hoan toan duoc khong the a,Dạ thưa bác sĩ chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không thế ạ
"Bac si oi cho em hoi bi dot quy nao liet haon tona nua nguoi kem nun tho hoan toan nguy kich qua, phai so cuu sao a !","Bác sĩ ơi cho em hỏi bị đột quỵ não liệt hoàn toàn nửa người kèm ngừng thở hoàn toàn nguy kịch quá, phải sơ cứu sao ạ !"
Bác sĩ ơi giúp em với sự khác biệt giữa kháng sinh amoxicillin và asprin trong chữa trị chóng mặt ạ?,Bác sĩ ơi giúp em với sự khác biệt giữa amoxicillin và aspirin trong chữa trị chóng mặt ạ?
Da thua bac si lam sao de bao ve xuong khop toan than khi lam viec van phon nhieu a,Dạ thưa bác sĩ làm sao để bảo vệ xương khớp toàn thân khi làm việc văn phòng nhiều ạ
Dạ bác sĩ dùng thuốc kháng viêm ibuprofen kéo dài có gây suy gan hay suy thận không ạ xin cảm ơn nhiều,Dạ bác sĩ dùng ibuprofen kéo dài có gây suy gan hay suy thận không ạ xin cảm ơn nhiều
Bác sĩ ơi cho em hỏi tác dụng của tỏi đen đối với sức khỏe là gì dúp em,Bác sĩ ơi cho em hỏi tác dụng của tỏi đen đối với sức khỏe là gì giúp em
Bac si tu van giup em chatbot co the thay the bac si kham benh hoan toan duoc khong a?,Bác sĩ tư vấn giúp em chatbot có thể thay thế bác sĩ khám bệnh hoàn toàn được không ạ?
Cho em hoi ti a su khac biet giua amoc va thuoc tieu duong metformin trong chua tri dau bung nha bac si,Cho em hỏi tí ạ sự khác biệt giữa amoxicillin và metformin trong chữa trị đau bụng nha bác sĩ
Bác sĩ cho em hỏi chút ạ thuốc amox có tương tác với các loại thuốc điều chị loet da day không nhe bác sĩ,Bác sĩ cho em hỏi chút ạ thuốc amoxicillin có tương tác với các loại thuốc điều trị viêm loét dạ dày không nhe bác sĩ
"Da cho em hoi bi hon me sau khong pahn ung kem mach dap cuc ky yeu nguy kich qua, phai so cuu sao a","Dạ cho em hỏi bị hôn mê sâu không phản ứng kèm mạch đập cực kỳ yếu nguy kịch quá, phải sơ cứu sao ạ"
Dạ cho em hỏi cơ chế tác độn của metfor trong điều trị vimê loét dạ dày là gì ạ,Dạ cho em hỏi cơ chế tác động của metformin trong điều trị viêm loét dạ dày là gì ạ
"Cho hoi tai nan xe may lam nan nhan bi phan ve do nang sau tiem thuoc chay mau o at, lam sao cam mau a xin cam on","Cho hỏi tai nạn xe máy làm nạn nhân bị phản vệ độ nặng sau tiêm thuốc chảy máu ồ ạt, làm sao cầm máu ạ xin cảm ơn"
Da thua bac si Tre so sinh dot ngot ngung tho hoan toan toan than lanh ngat sau khi bu a,Dạ thưa bác sĩ Trẻ sơ sinh đột ngột ngưng thở hoàn toàn toàn thân lạnh ngắt sau khi bú ạ
"Cho em hoi ti a con uong nham dau hoa sui bot mep, cuu mang voi a?","Cho em hỏi tí ạ con uống nhầm dầu hỏa sùi bọt mép, cứu mạng với ạ?"
"Cho em hỏi con uống nhầm thuốc ngủ liều lượng cực lớn sùi bọt mpé, cứu mạng với sin cảm ơn bác sĩ","Cho em hỏi con uống nhầm thuốc ngủ liều lượng cực lớn sùi bọt mép, cứu mạng với xin cảm ơn bác sĩ"
Alo bac si su khac biet dua aspi va amoxi trong chua tri mat ngu gipu em,Alo bác sĩ sự khác biệt giữa aspirin và amoxicillin trong chữa trị mất ngủ giúp em
Bac si oi cho em hoi nhung thoi quen tot dup nang cao caht luong giac ngu xin cam on bac si,Bác sĩ ơi cho em hỏi những thói quen tốt giúp nâng cao chất lượng giấc ngủ xin cảm ơn bác sĩ
Lam sao de bao ve lan da vung mat khi lam viec van phong nhieu a xin cam on,Làm sao để bảo vệ làn da vùng mặt khi làm việc văn phòng nhiều ạ xin cảm ơn
Thua bac si lam sao de bao ve he ho hap khi lam viec van phong nhieu a,Thưa bác sĩ làm sao để bảo vệ hệ hô hấp khi làm việc văn phòng nhiều ạ
Chào bác sĩ ạ lưu ý quan trọng nhất khi sử dụng metformin là gì nha,Chào bác sĩ ạ lưu ý quan trọng nhất khi sử dụng metformin là gì nha
Dạ thưa bác sĩ làm sao để bảo vệ mắt và cột sống cổ khi làm việc văn phòn niều ạ,Dạ thưa bác sĩ làm sao để bảo vệ mắt và cột sống cổ khi làm việc văn phòng nhiều ạ
Bác sĩ giải đáp giúp em tôi bị chóng mặt thì có nên uống aspirin không nha bác sĩ,Bác sĩ giải đáp giúp em tôi bị chóng mặt thì có nên uống aspirin không nha bác sĩ
Em chao bac si a nguoi nha bi dot quy nao liet hoan toan nua nguoi dang rat nguy hiem tinh mang cuu voi nha bac si,Em chào bác sĩ ạ người nhà bị đột quỵ não liệt hoàn toàn nửa người đang rất nguy hiểm tính mạng cứu với nha bác sĩ
Dạ cho em hỏi lợi ích của vicệ uống một ly nước ấm vào mỗi buổi sáng/tối giúp em,Dạ cho em hỏi lợi ích của việc uống một ly nước ấm vào mỗi buổi sáng/tối giúp em
Em chao bac si a Be bi sot nhe 38 do met moi nhung van bu sua me binh thuong giup em voi a,Em chào bác sĩ ạ Bé bị sốt nhẹ 38 độ mệt mỏi nhưng vẫn bú sữa mẹ bình thường giúp em với ạ
Bác sĩ dải đáp giúp em làm thế nào để giúp da dẻ mịn màn hiệu quả nhất tại nhà ạ xin cảm ơn,Bác sĩ giải đáp giúp em làm thế nào để giúp da dẻ mịn màng hiệu quả nhất tại nhà ạ xin cảm ơn
Cho hỏi phụ nữ có thai có được sử dụng thuốc giảm đau para để chữa đau đầu giúp em với ạ,Cho hỏi phụ nữ có thai có được sử dụng paracetamol để chữa đau đầu giúp em với ạ
Bác sĩ dải đáp giúp em những thói quen tốt giúp nân cao cấht lượng dấc ngủ nhe bác sĩ,Bác sĩ giải đáp giúp em những thói quen tốt giúp nâng cao chất lượng giấc ngủ nhe bác sĩ
Dạ thưa bác sĩ Bị bong gân nhẹ cổ chân gây sưng tấy đau nhức khi vận động mạnh ạ xin cảm ơn nhiều,Dạ thưa bác sĩ Bị bong gân nhẹ cổ chân gây sưng tấy đau nhức khi vận động mạnh ạ xin cảm ơn nhiều
Alo bac si nhung thoi quen tot giup nang cao kha nang tap trnug a em cam on,Alo bác sĩ những thói quen tốt giúp nâng cao khả năng tập trung ạ em cảm ơn
Em chao bac si a lieu luong uong asprin cho nguoi bi dau dau nhu the nao nha,Em chào bác sĩ ạ liều lượng uống aspirin cho người bị đau đầu như thế nào nha
Da bac si cho em hoi bi dot quy nao liet hoan toan nua nguoi nghet tho ho sac sua tron mat len thi so cuu the nao nhe bac si,Dạ bác sĩ cho em hỏi bị đột quỵ não liệt hoàn toàn nửa người nghẹt thở ho sặc sụa trợn mắt lên thì sơ cứu thế nào nhe bác sĩ
"Em chao bac si a con uong nham thuoc tru sau sui bot mep, cuu mang voi voi a","Em chào bác sĩ ạ con uống nhầm thuốc trừ sâu sùi bọt mép, cứu mạng với với ạ"
Bac si oi cho em hoi tac dung cua que va gung doi voi suc khoe la gi giup em,Bác sĩ ơi cho em hỏi tác dụng của quế và gừng đối với sức khỏe là gì giúp em
Moi nguoi cho em hoi lam the nao de giup da de min mang hieu qua nhat tai nha nhe bac si,Mọi người cho em hỏi làm thế nào để giúp da dẻ mịn màng hiệu quả nhất tại nhà nhe bác sĩ
"Cho em hoi ti a bi hon me sau khong phan ung kem ngung tho hoan toan nguy kich qua, phai so cuu sao a em cam on bac si","Cho em hỏi tí ạ bị hôn mê sâu không phản ứng kèm ngừng thở hoàn toàn nguy kịch quá, phải sơ cứu sao ạ em cảm ơn bác sĩ"
Thưa bác sĩ Nưgời nhà bị ngã từ tần cao xuống chấn thương sọ não máu chảy nhiều ở đầu và tai mũi ạ !,Thưa bác sĩ Người nhà bị ngã từ tầng cao xuống chấn thương sọ não máu chảy nhiều ở đầu và tai mũi ạ !
Dạ bác sĩ cho em hỏi ăn gì hoặc kiên gì để giảm đau mỏi vai gáy tốt nất với ạ,Dạ bác sĩ cho em hỏi ăn gì hoặc kiêng gì để giảm đau mỏi vai gáy tốt nhất với ạ
Bac si giai dap giup em lam sao de bao ve nao bo va he than kinh khi lam viec van phong nhieu a?,Bác sĩ giải đáp giúp em làm sao để bảo vệ não bộ và hệ thần kinh khi làm việc văn phòng nhiều ạ?
Cho em hoi lam sao de bao ve khop xuong co tay khi lam viec van phong nhieu a xin cam on nhiue,Cho em hỏi làm sao để bảo vệ khớp xương cổ tay khi làm việc văn phòng nhiều ạ xin cảm ơn nhiều
Cho hoi nhung thoi quen tot giup nang cao kha nang tap trung nhe bac si,Cho hỏi những thói quen tốt giúp nâng cao khả năng tập trung nhe bác sĩ
Cho em hoi nguoi nha bi chan thuong so nao mau chay nhieu dang rat nguy cap cuu voi a em cam on bac si,Cho em hỏi người nhà bị chấn thương sọ não máu chảy nhiều đang rất nguy cấp cứu với ạ em cảm ơn bác sĩ
Bac si cho em hoi chtu a tac dung cua toi den doi voi suc khoe la gi a?,Bác sĩ cho em hỏi chút ạ tác dụng của tỏi đen đối với sức khỏe là gì ạ?
Alo bác sĩ lưu ý quan trọng nhất khi sử dụng thuốc tim mạch aspirin là gì ạ em cảm ơn bác sĩ,Alo bác sĩ lưu ý quan trọng nhất khi sử dụng aspirin là gì ạ em cảm ơn bác sĩ
Bac si tu van giup em loi ich cua viec tap gym deu dan vao moi buoi sang/toi a,Bác sĩ tư vấn giúp em lợi ích của việc tập gym đều đặn vào mỗi buổi sáng/tối ạ
Bac si tu van giup em bi dot quy hon me sau khong phan ung meo mieng te liet nua nguoi goi cap cuu chua thay toi phai lam gi a xin cam on nhieu,Bác sĩ tư vấn giúp em bị đột quỵ hôn mê sâu không phản ứng méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì ạ xin cảm ơn nhiều
Cho em hoi ti a luu y quan trong nhat khi su dung amoc la gi voi a,Cho em hỏi tí ạ lưu ý quan trọng nhất khi sử dụng amoxicillin là gì với ạ
Em chao bac si a Vet dut tay nho do dao got hoa qua chay it mau da duoc rua sach nha bac si,Em chào bác sĩ ạ Vết đứt tay nhỏ do dao gọt hoa quả chảy ít máu đã được rửa sạch nha bác sĩ
Da thua bac si benh nhan loet da day co can kieng khem gi khi uong ibuprofen khong a em cam on,Dạ thưa bác sĩ bệnh nhân viêm loét dạ dày có cần kiêng khem gì khi uống ibuprofen không ạ em cảm ơn
"Cho hỏi Cấp cứu gấp người bệnh ngừng tuần hoàn, ngừng thở hoàn toàn lồng ngực không phập phồng","Cho hỏi Cấp cứu gấp người bệnh ngừng tuần hoàn, ngừng thở hoàn toàn lồng ngực không phập phồng"
"Khnẩ cấp! Người bệnh đột ngột méo miệng, liệt hoàn tonà một bên nười và không thể nói rõ tiếng xin cảm ơn bác sĩ","Khẩn cấp! Người bệnh đột ngột méo miệng, liệt hoàn toàn một bên người và không thể nói rõ tiếng xin cảm ơn bác sĩ"
Thua bac si lieu luong uong aspi cho nguoi bi sot nhu the nao giup em,Thưa bác sĩ liều lượng uống aspirin cho người bị sốt như thế nào giúp em
Cho em hỏi tí ạ nữn thói quen tốt dúp nâng cao sức khỏe tinh thần ạ xin cảm ơn nhiều,Cho em hỏi tí ạ những thói quen tốt giúp nâng cao sức khỏe tinh thần ạ xin cảm ơn nhiều
Bac si tu van giup em tre em duoi 6 tuoi uon aspirin lieu bao nhieu la an toan dup em voi a,Bác sĩ tư vấn giúp em trẻ em dưới 6 tuổi uống aspirin liều bao nhiêu là an toàn giúp em với ạ
Bác sĩ cho em hỏi chút ạ bệnh nhân tieu duong có cần kiêng khem gì khi uống metfor không ạ xin cảm ơn nhiều,Bác sĩ cho em hỏi chút ạ bệnh nhân đái tháo đường có cần kiêng khem gì khi uống metformin không ạ xin cảm ơn nhiều
Bác sĩ ơi cho em hỏi ăn gì hoặc kiêng gì để giúp da dẻ mịn màn tốt nhất nhé bác sĩ,Bác sĩ ơi cho em hỏi ăn gì hoặc kiêng gì để giúp da dẻ mịn màng tốt nhất nhé bác sĩ
Da cho em hoi an gi hoac kieng gi de giup da de min mang tot nhat a xin cam on,Dạ cho em hỏi ăn gì hoặc kiêng gì để giúp da dẻ mịn màng tốt nhất ạ xin cảm ơn
Luu y quan trong nhat khi su dung khang sinh amoxicillin la gi a xin cam on nhieu,Lưu ý quan trọng nhất khi sử dụng amoxicillin là gì ạ xin cảm ơn nhiều
Dạ bác sĩ trẻ em dưới 6 tuổi uống met liều bao nhiêu là an toàn với ạ,Dạ bác sĩ trẻ em dưới 6 tuổi uống metformin liều bao nhiêu là an toàn với ạ
Da cho em hoi an gi hoac kieng gi de tang su tap trung tot nhat a em cam on,Dạ cho em hỏi ăn gì hoặc kiêng gì để tăng sự tập trung tốt nhất ạ em cảm ơn
Bac si giai dap giup em cap cuu gap nguoi bi phan ve do nang sau tiem thuoc dot ngot ngat xiu tim tai toan than nha bac si,Bác sĩ giải đáp giúp em cấp cứu gấp người bị phản vệ độ nặng sau tiêm thuốc đột ngột ngất xỉu tím tái toàn thân nha bác sĩ
Cho em hỏi làm thế nào để ổn địn hệ tiêu hóa hiệu quả nất tại nà nha,Cho em hỏi làm thế nào để ổn định hệ tiêu hóa hiệu quả nhất tại nhà nha
"Bac si oi cho em hoi Nguoi benh dot ngot tuc nguc o at, tay chna lanh toat va nat lim di khong tinh tao voi a","Bác sĩ ơi cho em hỏi Người bệnh đột ngột tức ngực ồ ạt, tay chân lạnh toát và ngất lịm đi không tỉnh táo với ạ"
Em muốn hỏi là liều lượng uống kháng sinh amoxicillin cho người bị mất ngủ như thế nào nhe bác sĩ,Em muốn hỏi là liều lượng uống amoxicillin cho người bị mất ngủ như thế nào nhe bác sĩ
Da bac si cho em hoi toi uong khang sinh amoxicillin qua lieu thi nen xu ly the nao nha,Dạ bác sĩ cho em hỏi tôi uống amoxicillin quá liều thì nên xử lý thế nào nha
Bác sĩ giiả đáp giúp em thuốc thuốc tim mạch aspirin có tương tác với các loại thuốc điều trị hen suyễn không giúp em,Bác sĩ giải đáp giúp em thuốc aspirin có tương tác với các loại thuốc điều trị hen phế quản không giúp em
Cho em hỏi tí ạ cơ chế tác động của paracetamol trong điều trị hen phế quản là gì nhe bác sĩ,Cho em hỏi tí ạ cơ chế tác động của paracetamol trong điều trị hen phế quản là gì nhe bác sĩ
Bác sĩ ơi người nhà bị đau ngực dữ dội như đá đè đang rất nuy hiểm tính mnạg cứu với ạ em cảm ơn,Bác sĩ ơi người nhà bị đau ngực dữ dội như đá đè đang rất nguy hiểm tính mạng cứu với ạ em cảm ơn
Alo bác sĩ dùng thuốc tim mạch aspirin kéo dài có gây suy gan hay suy thận không ạ !,Alo bác sĩ dùng aspirin kéo dài có gây suy gan hay suy thận không ạ !
"Da cho em hoi con uong nham hoa chat doc hai sui bot mep, cuu mang voi giup em voi a","Dạ cho em hỏi con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạng với giúp em với ạ"
Bac si oi giup em voi cap cuu gap nguoi bi duoi nuoc dot ngot ngat xiu tim tai toan than giup em,Bác sĩ ơi giúp em với cấp cứu gấp người bị đuối nước đột ngột ngất xỉu tím tái toàn thân giúp em
Dạ cho em hỏi cơ chế tác động của thuốc tim mạch aspirin trong điều trị tăng huyết áp là gì giúp em với ạ,Dạ cho em hỏi cơ chế tác động của aspirin trong điều trị tăng huyết áp là gì giúp em với ạ
Chào bác sĩ ạ thời điểm uốgn ibu tốt nhất trong ngày là lúc nào ạ?,Chào bác sĩ ạ thời điểm uống ibuprofen tốt nhất trong ngày là lúc nào ạ?
ăn gi hoac kieng gi de giup da de min mang tot nhat a xin cam on,Ăn gì hoặc kiêng gì để giúp da dẻ mịn màng tốt nhất ạ xin cảm ơn
Da bac si luu y quan trong nhat khi su dung khang sinh amoxicillin la gi a em cam on,Dạ bác sĩ lưu ý quan trọng nhất khi sử dụng amoxicillin là gì ạ em cảm ơn
Da bac si cho em hoi tac dun cua nuoc ep can tay doi voi suc kohe la gi giup em voi a,Dạ bác sĩ cho em hỏi tác dụng của nước ép cần tây đối với sức khỏe là gì giúp em với ạ
Thưa bác sĩ bệhn nhân huyet ap cao có cần kiêng khem gì khi uốn asprin khôn ạ,Thưa bác sĩ bệnh nhân tăng huyết áp có cần kiêng khem gì khi uống aspirin không ạ
Tre em duoi 6 tuoi uogn asprin leiu bao nhieu la an toan dup em,Trẻ em dưới 6 tuổi uống aspirin liều bao nhiêu là an toàn giúp em
Em muon hoi la phu nu co thai co duoc su dung paxetamol de chua sot voi a,Em muốn hỏi là phụ nữ có thai có được sử dụng paracetamol để chữa sốt với ạ
Bệnh nhân loet da day có cần kiêng khem gì khi uống aspirin không giúp em,Bệnh nhân viêm loét dạ dày có cần kiêng khem gì khi uống aspirin không giúp em
"Cho em hoi bi vo mach mau phun thanh tia kem mat nhan thuc nguy kich qua, phai so cuu sao a?","Cho em hỏi bị vỡ mạch máu phun thành tia kèm mất nhận thức nguy kịch quá, phải sơ cứu sao ạ?"
Da cho em hoi loi ich cua viec ngu du 8 tieng vao moi buoi sang/toi a cam on bac si,Dạ cho em hỏi lợi ích của việc ngủ đủ 8 tiếng vào mỗi buổi sáng/tối ạ cảm ơn bác sĩ
Dạ bác sĩ cho em hỏi thời điểm uống amox tốt nhất trong ngày là lúc nào ạ?,Dạ bác sĩ cho em hỏi thời điểm uống amoxicillin tốt nhất trong ngày là lúc nào ạ?
Cho em hoi loi ich cua viec chay bo 30 phut vao moi buoi sang/toi a xin cam on nhieu,Cho em hỏi lợi ích của việc chạy bộ 30 phút vào mỗi buổi sáng/tối ạ xin cảm ơn nhiều
"Bác sĩ tư vấn dúp em con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạng với gipú em với ạ","Bác sĩ tư vấn giúp em con uống nhầm hóa chất độc hại sùi bọt mép, cứu mạng với giúp em với ạ"
Thua bac si lam sao de bao ve he tieu hoa khi lam viec van phong nhieu nhe bac si,Thưa bác sĩ làm sao để bảo vệ hệ tiêu hóa khi làm việc văn phòng nhiều nhé bác sĩ
Bác sĩ ơi cho em hỏi nờưi nhà bị dị vật đường thở tắc hoàn toàn đang rất nguy cấp cứu với ạ xin cảm ơn nhiuề,Bác sĩ ơi cho em hỏi người nhà bị dị vật đường thở tắc hoàn toàn đang rất nguy cấp cứu với ạ xin cảm ơn nhiều
Alo bac si an gi haoc kien gi de giam schess cang thang tot naht nha bac si,Alo bác sĩ ăn gì hoặc kiêng gì để giảm stress căng thẳng tốt nhất nha bác sĩ
Em chào bác sĩ ạ cấp cứu gấp nười bị bỏng nặng toàn thân do nổ bình gas đột ngột ngất sỉu tím tái toàn thân ạ em cảm ơn bác sĩ,Em chào bác sĩ ạ cấp cứu gấp người bị bỏng nặng toàn thân do nổ bình gas đột ngột ngất xỉu tím tái toàn thân ạ em cảm ơn bác sĩ
Alo bác sĩ ăn gì hoặc kiêng gì để tăng cườn thể lực tốt nấht ạ !,Alo bác sĩ ăn gì hoặc kiêng gì để tăng cường thể lực tốt nhất ạ !
Dạ bác sĩ người nhà bị đột quỵ não liệt hoàn toàn nửa người đang rất nguy cấp cứu với giúp em với ạ,Dạ bác sĩ người nhà bị đột quỵ não liệt hoàn toàn nửa người đang rất nguy cấp cứu với giúp em với ạ
"Cho hỏi khẩn cấp bện nhân nuốt nhầm acid đang ngừng tởh, có cần hô hấp nhân tạo không né bác sĩ","Cho hỏi khẩn cấp bệnh nhân nuốt nhầm acid đang ngừng thở, có cần hô hấp nhân tạo không nhé bác sĩ"
Bac si oi cho em hoi nguoi nha bi phan ve do nang sau tiem thuoc dang rat nguy hiem tinh mang cuu voi a em cam on bac si,Bác sĩ ơi cho em hỏi người nhà bị phản vệ độ nặng sau tiêm thuốc đang rất nguy hiểm tính mạng cứu với ạ em cảm ơn bác sĩ
Dạ thưa bác sĩ liều lượng uống thuốc tiểu đường metformin cho người bị chóng mặt như thế nào,Dạ thưa bác sĩ liều lượng uống metformin cho người bị chóng mặt như thế nào
Bac si cho em hoi chut a bi dot quy hon me sau khong pahn ung meo mien te liet nua nuoi goi cap cuu chua thay toi phai lam gi xin cam on bac si,Bác sĩ cho em hỏi chút ạ bị đột quỵ hôn mê sâu không phản ứng méo miệng tê liệt nửa người gọi cấp cứu chưa thấy tới phải làm gì xin cảm ơn bác sĩ
